date,temp_mean,temp_max,temp_min,precip
2015-12-27,7.3,15.4,0.4,0.0
2015-12-28,5.9,11.9,0.4,0.0
2015-12-29,7.2,15.1,1.0,0.0
2015-12-30,8.0,16.1,1.2,0.0
2015-12-31,8.8,17.6,2.2,0.0
2016-01-01,9.3,17.5,2.6,0.0
2016-01-02,11.2,19.3,4.8,0.0
2016-01-03,10.8,16.7,5.7,0.0
2016-01-04,13.8,19.5,9.9,0.0
2016-01-05,10.9,13.0,7.2,28.1
2016-01-06,9.0,11.1,6.5,27.3
2016-01-07,9.0,12.5,5.4,8.7
2016-01-08,8.0,14.3,3.1,0.0
2016-01-09,8.6,12.7,4.2,0.0
2016-01-10,11.5,15.4,8.6,0.0
2016-01-11,10.4,17.3,5.0,0.0
2016-01-12,10.1,19.3,4.0,0.0
2016-01-13,9.8,17.0,4.2,0.0
2016-01-14,10.6,15.7,6.8,0.0
2016-01-15,10.8,16.6,6.5,0.0
2016-01-16,12.8,17.6,9.8,0.0
2016-01-17,12.6,19.0,7.5,0.0
2016-01-18,12.2,16.2,8.8,0.0
2016-01-19,13.2,16.4,11.2,1.6
2016-01-20,14.3,18.8,10.1,0.1
2016-01-21,14.0,22.8,8.4,0.0
2016-01-22,13.6,20.8,7.6,0.0
2016-01-23,13.0,16.9,10.0,0.1
2016-01-24,11.2,17.7,5.9,0.0
2016-01-25,12.4,20.8,6.4,0.0
2016-01-26,13.0,22.3,6.3,0.0
2016-01-27,12.8,21.5,7.0,0.0
2016-01-28,14.1,23.3,7.0,0.0
2016-01-29,15.3,23.7,9.2,0.0
2016-01-30,13.6,19.0,8.8,0.0
2016-01-31,10.9,12.2,7.4,11.7
2016-02-01,8.2,13.5,4.1,0.0
2016-02-02,7.6,14.5,1.5,0.0
2016-02-03,9.1,16.7,2.7,0.0
2016-02-04,10.8,20.3,3.6,0.0
2016-02-05,13.1,23.0,6.0,0.0
2016-02-06,14.7,25.3,7.1,0.0
2016-02-07,17.4,28.7,9.2,0.0
2016-02-08,19.7,30.1,12.2,0.0
2016-02-09,20.1,31.6,11.2,0.0
2016-02-10,20.1,31.0,11.9,0.0
2016-02-11,19.9,30.6,11.5,0.0
2016-02-12,18.9,29.9,9.8,0.0
2016-02-13,17.7,28.0,9.0,0.0
2016-02-14,19.5,30.2,10.7,0.0
2016-02-15,22.1,32.5,13.7,0.0
2016-02-16,21.7,32.2,13.3,0.0
2016-02-17,17.4,24.3,12.7,7.9
2016-02-18,14.4,19.1,10.4,4.6
2016-02-19,12.8,19.4,6.8,0.0
2016-02-20,14.0,22.6,7.0,0.0
2016-02-21,15.5,25.4,7.9,0.0
2016-02-22,17.2,27.6,9.0,0.0
2016-02-23,18.4,28.1,10.5,0.0
2016-02-24,18.4,28.4,9.9,0.0
2016-02-25,18.5,28.8,9.6,0.0
2016-02-26,18.1,27.7,10.0,0.0
2016-02-27,18.1,27.9,10.4,0.0
2016-02-28,18.5,28.1,11.1,0.0
2016-02-29,19.5,29.3,11.7,0.0
2016-03-01,18.9,27.7,11.5,0.0
2016-03-02,17.6,24.9,10.8,0.0
2016-03-03,16.6,23.5,10.8,0.0
2016-03-04,15.2,22.1,10.0,0.0
2016-03-05,15.5,19.4,12.3,1.2
2016-03-06,14.1,18.2,10.6,13.6
2016-03-07,10.7,13.6,7.4,7.4
2016-03-08,12.1,20.8,5.7,0.0
2016-03-09,14.9,23.1,7.7,0.0
2016-03-10,16.9,24.8,9.5,0.0
2016-03-11,12.9,18.6,7.7,8.7
2016-03-12,11.9,17.7,6.9,0.0
2016-03-13,12.2,17.5,6.4,0.0
2016-03-14,14.9,20.5,11.6,0.4
2016-03-15,16.7,25.9,8.8,0.0
2016-03-16,19.6,29.1,11.1,0.0
2016-03-17,18.9,27.0,11.1,0.0
2016-03-18,17.6,24.1,10.9,0.0
2016-03-19,17.0,23.5,11.6,0.0
2016-03-20,16.7,24.1,10.1,0.0
2016-03-21,15.4,21.2,9.9,0.0
2016-03-22,15.7,22.3,9.2,0.0
2016-03-23,17.0,26.5,7.8,0.0
2016-03-24,18.9,29.3,9.8,0.0
2016-03-25,18.5,26.7,10.5,0.0
2016-03-26,18.6,27.7,9.6,0.0
2016-03-27,17.6,24.1,12.4,0.0
2016-03-28,14.2,18.7,10.8,0.5
2016-03-29,12.2,17.9,6.2,0.1
2016-03-30,12.3,18.7,7.0,0.4
2016-03-31,14.5,23.8,6.0,0.0
2016-04-01,15.9,23.9,7.9,0.0
2016-04-02,18.7,26.5,9.6,0.0
2016-04-03,20.1,28.4,11.0,0.0
2016-04-04,20.1,28.3,12.0,0.0
2016-04-05,21.6,32.3,11.2,0.0
2016-04-06,21.9,34.2,13.2,0.0
2016-04-07,17.3,20.3,14.4,2.0
2016-04-08,14.8,16.7,13.5,4.8
2016-04-09,14.6,17.9,13.1,16.1
2016-04-10,15.4,19.6,11.5,0.4
2016-04-11,15.6,20.4,11.8,0.1
2016-04-12,16.2,22.1,10.4,0.0
2016-04-13,16.2,22.0,11.7,0.0
2016-04-14,16.5,22.6,11.1,0.0
2016-04-15,17.7,26.0,9.7,0.0
2016-04-16,20.0,30.5,9.5,0.0
2016-04-17,21.9,32.8,11.8,0.0
2016-04-18,22.4,31.8,12.5,0.0
2016-04-19,23.5,32.3,14.1,0.0
2016-04-20,23.2,30.7,14.2,0.0
2016-04-21,21.0,28.9,13.3,0.0
2016-04-22,18.1,24.2,12.3,0.0
2016-04-23,19.0,27.3,11.0,0.0
2016-04-24,17.7,23.6,11.0,0.0
2016-04-25,16.0,21.2,11.2,0.0
2016-04-26,15.3,21.7,8.0,0.0
2016-04-27,16.6,23.3,9.8,0.0
2016-04-28,16.2,22.7,11.2,0.0
2016-04-29,15.8,22.2,9.9,0.0
2016-04-30,15.9,22.4,12.0,0.3
2016-05-01,16.9,23.4,10.5,0.0
2016-05-02,19.4,27.1,11.3,0.0
2016-05-03,20.5,29.8,12.7,0.0
2016-05-04,17.5,23.7,13.3,0.0
2016-05-05,15.0,17.9,12.7,0.1
2016-05-06,14.8,19.5,10.5,6.1
2016-05-07,15.4,19.1,11.8,0.1
2016-05-08,15.7,20.4,10.6,0.0
2016-05-09,15.9,20.8,12.1,0.0
2016-05-10,16.5,23.1,11.5,0.0
2016-05-11,18.8,26.1,12.2,0.0
2016-05-12,21.0,29.2,13.6,0.0
2016-05-13,20.0,27.7,14.2,0.0
2016-05-14,17.8,23.7,13.8,0.0
2016-05-15,16.8,21.8,13.8,0.0
2016-05-16,17.2,23.9,13.0,0.1
2016-05-17,18.4,23.9,14.5,0.0
2016-05-18,19.6,25.9,14.5,0.0
2016-05-19,18.3,24.2,14.0,0.0
2016-05-20,15.8,19.6,13.3,0.8
2016-05-21,15.3,19.3,11.2,0.0
2016-05-22,16.7,23.8,9.3,0.0
2016-05-23,16.5,22.5,10.7,0.0
2016-05-24,15.9,19.9,12.3,0.2
2016-05-25,16.4,22.3,12.6,0.0
2016-05-26,17.5,25.7,10.5,0.0
2016-05-27,18.9,26.5,12.5,0.0
2016-05-28,18.6,25.0,13.6,0.0
